id_transacao,id_cliente,valor,tipo,banco_origem,banco_destino,data,data_part,banco_origem_nome,banco_destino_nome,cpf_mascarado,cidade,estado
72fcb2ad-8b10-48ed-9dfb-c09efd6ccdb1,b672501c-5ea5-4b8f-a46f-e422f3aaeb3d,1617.54,TED,237,341,2025-06-19 08:02:43.052986,2025-06-19,Bradesco,Itaú Unibanco,***.905.***-16,Taciba,SP
ac24f653-c654-4f25-915a-b779d10566fc,b85027b7-07bc-4b90-b521-bbb752df1825,7687.41,DOC,033,033,2025-06-19 05:45:04.672520,2025-06-19,Santander,Santander,***.429.***-82,Itiquira,SE
ede82082-ac22-47e3-8ab7-6845524581cc,501da7a4-63b1-430b-afb7-818be37a994a,3118.87,DOC,033,001,2025-06-19 18:58:28.788293,2025-06-19,Santander,Banco do Brasil,***.342.***-03,Alvarenga,MT
ef674f33-66f5-44ee-bd7a-96aff8b23693,dd0eeea2-d75e-4070-b87c-415c0afe0569,587.5,Cartão,237,001,2025-06-19 03:44:05.663461,2025-06-19,Bradesco,Banco do Brasil,***.397.***-46,Irani,BA
5904d4a8-64ee-4d71-94ca-005349130ac6,2f38aff7-4240-4fe7-9c8f-9e64f964507f,2223.46,DOC,001,237,2025-06-19 18:52:37.224497,2025-06-19,Banco do Brasil,Bradesco,***.425.***-44,São Francisco do Glória,PI
1bb2762e-9af3-4da0-9f67-aaf5822cddd3,c831a2c1-275c-46c3-86ac-ebf2788a20b8,5275.01,DOC,341,341,2025-06-19 04:40:40.680596,2025-06-19,Itaú Unibanco,Itaú Unibanco,***.739.***-74,Santo Anastácio,SP
b371a45c-93f4-4aa8-b84f-9e61ff03d4d5,1706b48f-bf49-45e7-a49d-a96c6a96140e,1587.23,Cartão,341,237,2025-06-19 19:23:51.920716,2025-06-19,Itaú Unibanco,Bradesco,***.362.***-26,Cruzeiro,MG
3c74024e-016b-4c9e-a758-59d33df98c83,6daa6529-2638-439b-ba26-a8d8bc734fb2,4418.99,TED,237,104,2025-06-19 21:55:27.144681,2025-06-19,Bradesco,Caixa Econômica Federal,***.409.***-94,Codajás,MG
e50bab83-202f-43a5-9a43-a99432ac5cb9,8eeadc2b-1251-4743-b1a0-68ce6578afe6,7910.32,TED,341,104,2025-06-19 23:53:07.927418,2025-06-19,Itaú Unibanco,Caixa Econômica Federal,***.387.***-65,Balneário Rincão,SC
3a8d3af6-2b56-4bab-b82d-4df283f6bd86,1dfcc59f-d68f-465f-a0d1-466a88652dd6,1869.47,TED,104,001,2025-06-19 10:58:48.527423,2025-06-19,Caixa Econômica Federal,Banco do Brasil,***.071.***-77,Santa Helena de Goiás,SC
7c36b477-b5b4-4d3a-a8a3-d8eb705303b8,62866ce9-7845-44ed-a2d9-283b0544f5b0,3157.76,Cartão,341,237,2025-06-19 09:56:03.909356,2025-06-19,Itaú Unibanco,Bradesco,***.054.***-24,Candeal,CE
8b7351ee-b498-4dc4-8a0e-a0a9569a78a9,0ab6e54a-64f2-4fa4-9e63-5f91e633c232,89.45,TED,001,104,2025-06-19 15:09:15.653443,2025-06-19,Banco do Brasil,Caixa Econômica Federal,***.254.***-00,Bariri,ES
7cedf953-c235-4c6d-85af-91e51d526152,a77380c6-1373-4d07-b6ad-9c5340509f19,1489.83,PIX,341,104,2025-06-19 23:51:08.680273,2025-06-19,Itaú Unibanco,Caixa Econômica Federal,***.765.***-26,Navegantes,RN
4a80dbe9-3608-4b0f-8a08-62f2c3d19a9b,c0342520-842f-420c-a6e2-e625be5a2e21,169.37,PIX,237,033,2025-06-19 09:20:02.543240,2025-06-19,Bradesco,Santander,***.894.***-00,Vitória do Jari,RS
dd1de75a-854f-4059-a172-bc2a35bdbf09,e30ce564-3d5b-4552-85ce-649c5e8d90ee,2713.07,DOC,104,341,2025-06-19 03:07:19.973488,2025-06-19,Caixa Econômica Federal,Itaú Unibanco,***.126.***-04,Alto Araguaia,SP
85d2e156-4338-4541-91b0-42be160b703a,dda02d5c-d6a0-4bcc-92c4-38d94408976a,6486.85,TED,237,237,2025-06-19 10:47:36.519900,2025-06-19,Bradesco,Bradesco,***.753.***-03,Aldeias Altas,MG
d1a75335-e6f6-4db1-99be-8d5880a57e40,d7b65677-7dd9-4483-bf17-cc737840c8be,5410.84,TED,341,104,2025-06-19 20:35:48.604988,2025-06-19,Itaú Unibanco,Caixa Econômica Federal,***.152.***-80,Tanguá,SP
8b312464-0413-497d-bf7d-be9c2e3c1e97,59b9044d-ee3a-4010-aa51-e57cd991af06,6379.46,TED,237,104,2025-06-19 20:16:43.573711,2025-06-19,Bradesco,Caixa Econômica Federal,***.462.***-15,Estrela Dalva,RS
28d0ebb3-c88f-4fc0-a1a5-183d881fe6e9,91254db0-6f9d-4b5e-a2e3-966c5161a06e,3648.27,Cartão,001,104,2025-06-19 21:06:23.813736,2025-06-19,Banco do Brasil,Caixa Econômica Federal,***.796.***-83,Luiziânia,PA
8093f796-57a4-4a67-9c81-3bbfa0474ca6,c850a659-949f-4cb0-b6e1-88fa4ef1f8de,7177.9,Cartão,341,104,2025-06-19 04:00:35.133423,2025-06-19,Itaú Unibanco,Caixa Econômica Federal,***.530.***-21,Uruará,PR
8d755855-f2d7-4e66-9771-8591c9f786b6,46541298-e157-4ff6-8037-ee9d330db500,6748.32,DOC,001,104,2025-06-19 06:53:03.457550,2025-06-19,Banco do Brasil,Caixa Econômica Federal,***.843.***-51,Boa Vista da Aparecida,MG
394089be-2c62-4cf6-9f50-3eef08a50767,1feb7c2c-cc78-46dd-aaf3-817250154e95,7802.99,PIX,033,341,2025-06-19 04:50:59.344269,2025-06-19,Santander,Itaú Unibanco,***.192.***-91,Monte das Gameleiras,RS
494d6014-ffdb-49fa-9737-2f61b9cf2d6d,570a3138-a0ae-4ad6-aea7-fa864762c392,6409.27,PIX,001,237,2025-06-19 10:37:04.258661,2025-06-19,Banco do Brasil,Bradesco,***.189.***-70,Jequitinhonha,GO
2d2a1aa1-f39e-487d-9286-4698580ac096,5f7b8692-da8f-44f5-88f7-5f226a205ca8,1583.71,TED,033,001,2025-06-19 08:12:51.101917,2025-06-19,Santander,Banco do Brasil,***.810.***-90,Arenópolis,MG
de04752b-329f-42b0-946b-1eaaf15d6d51,7b5c30f6-b675-4186-a9ee-a705178a7d9c,792.64,DOC,033,001,2025-06-19 04:20:24.633092,2025-06-19,Santander,Banco do Brasil,***.548.***-92,Paiva,GO
78e0cd57-27cf-4ad0-b2d7-ec82b6efff16,4b727e2e-0f5c-4b3f-b284-19b1f364e112,4406.1,PIX,341,341,2025-06-19 07:25:02.069795,2025-06-19,Itaú Unibanco,Itaú Unibanco,***.187.***-02,Orlândia,PI
5e554d35-76ec-49d8-bd6c-594fe5b7190b,667283b4-7cae-417a-ad58-3d71346496c6,6442.39,PIX,104,033,2025-06-19 02:52:36.217431,2025-06-19,Caixa Econômica Federal,Santander,***.014.***-48,Lagoa Bonita do Sul,GO
c0a47cc1-b30e-4781-87ad-58a29a402076,db84d7d5-b63c-4d8a-9a80-b19b7a2a5859,7844.48,DOC,237,104,2025-06-19 04:42:21.477281,2025-06-19,Bradesco,Caixa Econômica Federal,***.019.***-75,Cambé,PI
9dc47566-8eb1-4b6b-9adf-6957055372d5,cd98bad0-21f5-46d6-941d-e2504d031166,2419.68,PIX,237,341,2025-06-19 18:22:23.413810,2025-06-19,Bradesco,Itaú Unibanco,***.873.***-47,Cajapió,RN
105b73dc-2863-4402-bae8-f86b3fee3fc6,508e7972-f044-434a-8ec3-cd8e2dae0fee,5682.14,Cartão,104,001,2025-06-19 03:06:04.746588,2025-06-19,Caixa Econômica Federal,Banco do Brasil,***.695.***-21,Montividiu do Norte,RJ
df5ffdf9-880a-4a0b-8771-dd81eb20a53e,bffceb13-0725-4c6c-a912-3e36082e2bd7,1703.94,PIX,033,104,2025-06-19 08:18:49.941956,2025-06-19,Santander,Caixa Econômica Federal,***.823.***-50,Catanduvas,PA
6bc19a4a-b297-41b7-9098-b5f6dd37ae98,d2fd10f4-e72d-4bd2-8224-08cdfbb121a1,7775.33,PIX,033,104,2025-06-19 13:28:54.183604,2025-06-19,Santander,Caixa Econômica Federal,***.981.***-96,São José do Hortêncio,CE
4ed1e1e7-da86-4faf-b437-f155e10efbb1,300f56c1-ff53-494b-96fe-6674c39e1e58,5914.01,PIX,341,237,2025-06-19 01:22:07.170182,2025-06-19,Itaú Unibanco,Bradesco,***.572.***-70,Santa Cruz do Sul,PR
e49dc3a5-9ff9-435d-b418-e3b623f4e030,31a92400-979f-4232-b2c0-2900dd841a60,6683.9,TED,001,341,2025-06-19 20:58:36.131264,2025-06-19,Banco do Brasil,Itaú Unibanco,***.962.***-70,Santa Maria da Vitória,PI
6ac8fd2a-2ce7-46e5-bd0a-0b0b9a794f9f,15a5d154-2f21-4195-bf6b-156b12db2c98,4770.24,Cartão,001,237,2025-06-19 01:09:05.388588,2025-06-19,Banco do Brasil,Bradesco,***.057.***-88,Américo de Campos,SP
474aa9e9-1711-4c44-8041-3d5e1c48be17,018790b3-331b-4ad5-9599-0bd888dfa8d0,4435.59,PIX,237,341,2025-06-19 00:48:29.658688,2025-06-19,Bradesco,Itaú Unibanco,***.105.***-67,Caraúbas,SC
7b7117e5-ead0-4acf-ae62-d5398dc493ce,d942b43e-38a3-4d14-877b-6589fdb4a3e0,4946.53,Cartão,001,341,2025-06-19 21:01:09.404755,2025-06-19,Banco do Brasil,Itaú Unibanco,***.516.***-84,Guajeru,RS
39877e77-149a-4915-994e-825bfe75ef3e,2c45bf75-1fa1-4be2-b5a7-360b79a42cb2,6056.45,PIX,341,237,2025-06-19 22:58:41.673312,2025-06-19,Itaú Unibanco,Bradesco,***.617.***-00,Álvaro de Carvalho,MG
4bf56d5b-8b81-4b90-8309-0859e8f689d5,a21fcfe4-680b-4551-8d45-7e79a799a864,105.69,TED,104,033,2025-06-19 00:16:08.185430,2025-06-19,Caixa Econômica Federal,Santander,***.243.***-46,Chuvisca,SP
7d665266-ed19-4ce6-b95b-43a2c59dbb6e,9769f752-9683-4fab-beb1-0c4f8bcf8256,5056.3,TED,237,104,2025-06-19 05:25:04.628226,2025-06-19,Bradesco,Caixa Econômica Federal,***.016.***-02,Itaueira,RS
5c48ca76-951e-41b8-831d-9536bc7af4d8,f56db9d8-c2bb-4370-8f50-5ae7bd13834d,6709.06,DOC,033,237,2025-06-19 13:49:29.006514,2025-06-19,Santander,Bradesco,***.934.***-65,Amaturá,GO
6e0486c7-be5d-4558-90ab-a842f5adcd38,d0dd9c8e-7db3-4a3e-98a5-99ba3273a759,5809.05,TED,104,001,2025-06-19 04:09:28.813591,2025-06-19,Caixa Econômica Federal,Banco do Brasil,***.218.***-26,Terra Santa,SP
be15cae3-0dd2-4a90-a874-f91e899a3665,93727b4c-082a-4931-a5bc-cdb579eb7f77,1116.83,TED,001,001,2025-06-19 03:30:37.026367,2025-06-19,Banco do Brasil,Banco do Brasil,***.935.***-61,Pinhalzinho,MA
431e2840-d68d-443b-9b51-6ac821bfab20,f2bc65de-3d37-4b84-b8eb-0309021d1178,4985.74,Cartão,001,237,2025-06-19 22:47:51.164430,2025-06-19,Banco do Brasil,Bradesco,***.816.***-89,Feira Nova do Maranhão,GO
90a17592-2c8a-4ecb-8ce3-75ed4797897b,cc5bd560-6594-45cb-8f3a-08dd3cb3035b,7470.1,TED,104,237,2025-06-19 14:08:05.410471,2025-06-19,Caixa Econômica Federal,Bradesco,***.976.***-34,São Carlos,RS
79cb58de-9e8a-4618-8ae9-5a59bce35fbe,ca21e275-c20f-45bf-81df-e061a7d2adbb,308.48,DOC,341,341,2025-06-19 12:28:31.792580,2025-06-19,Itaú Unibanco,Itaú Unibanco,***.260.***-44,Catolé do Rocha,MG
58a035ff-6c89-4d15-98cb-439cd02ae6eb,7716e7fd-d6e3-49d5-b2f5-81b3789707c6,4040.72,TED,104,341,2025-06-19 15:40:59.966283,2025-06-19,Caixa Econômica Federal,Itaú Unibanco,***.705.***-65,Tenente Portela,PB
4a4d08bc-0e40-422e-9ae9-54e23602903d,0d1b93c4-3ec8-41b5-b704-f9bee8d1e870,7677.52,PIX,001,237,2025-06-19 13:33:23.788325,2025-06-19,Banco do Brasil,Bradesco,***.381.***-26,Nova Laranjeiras,BA
a9c6fa84-cee6-4c6f-9e90-77fbf18d9ec2,576330f2-080f-4977-9f05-80cb2ee2bb14,4532.57,PIX,104,104,2025-06-19 05:17:12.906229,2025-06-19,Caixa Econômica Federal,Caixa Econômica Federal,***.639.***-50,Nossa Senhora de Lourdes,SP
5ac92c83-508f-48a1-9c62-14cb13f0d6d4,098b1548-9119-43c1-981c-cadf64cb60d3,694.9,TED,001,001,2025-06-20 23:43:20.604325,2025-06-20,Banco do Brasil,Banco do Brasil,***.916.***-57,Armazém,RJ
9e86d519-9f12-40a2-9e8a-d17aeed64cf9,cf7e7a1d-25e2-471a-8f09-8b64ce6a6426,3462.51,PIX,104,341,2025-06-20 03:20:29.548461,2025-06-20,Caixa Econômica Federal,Itaú Unibanco,***.709.***-50,São José do Inhacorá,BA
930af7c9-c8aa-498d-89c3-e523bcc67853,904d5657-a26a-4d2b-b1e9-6edf46e84006,5256.16,DOC,341,001,2025-06-20 07:20:47.152942,2025-06-20,Itaú Unibanco,Banco do Brasil,***.513.***-51,Barra do Quaraí,PE
9886ba8c-6df8-45c7-b631-a94ae2a0b4ee,bddadb65-6c07-4b4e-9a9c-d9af13f17231,6443.7,PIX,104,033,2025-06-20 15:32:30.840739,2025-06-20,Caixa Econômica Federal,Santander,***.317.***-61,Santa Cecília,MG
e80abae9-b2f1-44b9-8455-22323e5f1eb5,f6aeaeb8-cc5c-4911-8810-265d602d9267,4880.88,PIX,341,104,2025-06-20 22:23:31.038566,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.894.***-05,Belém do Piauí,SP
e69aa372-5281-4ae9-a7b9-249e051f9c4d,9c30b020-a94a-4147-91d3-ccfd0b783d3b,5551.83,Cartão,341,033,2025-06-20 10:26:11.487415,2025-06-20,Itaú Unibanco,Santander,***.749.***-05,Conceição do Pará,PA
2a05dd99-192f-46fb-b7de-55c92fe20fcc,d06d87eb-7fe8-4e92-b265-78d000d8d438,3612.8,TED,237,104,2025-06-20 13:51:37.765280,2025-06-20,Bradesco,Caixa Econômica Federal,***.584.***-94,Barra,SP
5a0a9ca1-f5ae-4b39-8286-15a142c2f1ff,5480ead6-256b-48ad-9a75-87750fd81f10,6231.47,TED,104,001,2025-06-20 09:05:32.579497,2025-06-20,Caixa Econômica Federal,Banco do Brasil,***.021.***-71,São João da Mata,SP
b6ae228c-7cf4-43ef-84fa-a3565f22323b,2701cede-698a-4e18-90c2-71f7af320d71,2952.6,PIX,237,001,2025-06-20 05:25:54.947568,2025-06-20,Bradesco,Banco do Brasil,***.701.***-90,Aratuípe,MG
5501c625-af0f-4694-84cf-cdb290ba14cc,21809cb2-0862-470b-9e7d-b59cb59acf47,4230.4,DOC,341,341,2025-06-20 23:18:17.138833,2025-06-20,Itaú Unibanco,Itaú Unibanco,***.418.***-33,Currais,SP
1cebab3f-b317-4224-8462-b276d9309f9c,6ed604f1-caa7-4fdb-9209-11c53f31a7ee,1205.79,TED,341,341,2025-06-20 10:37:17.911503,2025-06-20,Itaú Unibanco,Itaú Unibanco,***.659.***-82,Iaciara,SP
c1baae51-f3ce-4659-ad65-7da54a98ea8e,83bbce59-2771-442c-881d-ae387c870edd,6153.8,TED,104,001,2025-06-20 22:10:09.335550,2025-06-20,Caixa Econômica Federal,Banco do Brasil,***.204.***-62,Ourém,BA
a96e1091-ec95-4a46-af96-0015cf69c3ea,a924ceb6-336d-4000-b908-d0539f2b9fcd,5564.41,PIX,341,104,2025-06-20 10:29:56.286874,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.567.***-71,Umbuzeiro,PR
133345d8-0085-4c40-bdfd-b5037e70e400,6dc6eab7-ab31-43bc-9742-dd1896c838d8,4554.77,PIX,237,237,2025-06-20 18:43:55.497887,2025-06-20,Bradesco,Bradesco,***.721.***-80,Rio Formoso,GO
a0ea27eb-8402-4ec5-9422-fce5e321c487,88713d6c-d0ac-4e8d-9cf0-832630e1de8f,3497.39,Cartão,341,104,2025-06-20 05:38:27.459348,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.192.***-04,Candeias,PE
025f73ec-eb7d-4064-9556-edb762e5cc50,3c59f0a0-b3f9-44c6-acc2-00bdf0ff371a,838.39,TED,341,001,2025-06-20 21:07:50.702065,2025-06-20,Itaú Unibanco,Banco do Brasil,***.026.***-03,Tietê,CE
7a589b81-ec63-4a80-ae90-35970e21ce4f,0cb24377-b868-490f-94be-770579d01d5b,1235.47,PIX,001,104,2025-06-20 01:54:19.552942,2025-06-20,Banco do Brasil,Caixa Econômica Federal,***.615.***-35,Estação,MS
880b318e-18e0-4fd3-a833-1f9dd2cb04eb,3f216ad0-90b8-492f-be8e-2fac931233d6,2139.16,DOC,033,341,2025-06-20 07:55:59.077745,2025-06-20,Santander,Itaú Unibanco,***.612.***-19,Rolante,SP
2bc9eecc-1178-48d8-ad21-842a0f8f40e8,34e4f8a3-10bd-4bbb-ad6e-7c4ee8aacc47,70.59,Cartão,237,237,2025-06-20 23:41:10.090675,2025-06-20,Bradesco,Bradesco,***.256.***-20,Francinópolis,MG
b9d82adb-3f94-4149-9358-77a912f90d81,d2765b38-9ee2-42bf-9970-1054bf9837c7,6263.91,Cartão,033,237,2025-06-20 09:55:07.696085,2025-06-20,Santander,Bradesco,***.341.***-16,Fartura,MG
4a8613e9-5b7c-43b0-aa72-88d4e7b031f2,f229def4-c11d-4bda-aecc-db70780eb7fa,944.56,DOC,033,341,2025-06-20 09:01:06.014177,2025-06-20,Santander,Itaú Unibanco,***.806.***-87,Central do Maranhão,RO
ea79f261-f993-4afe-9b53-3df52db9c58a,2391532b-e8f9-4985-8a04-819b678946bd,7309.0,Cartão,001,104,2025-06-20 08:33:47.503716,2025-06-20,Banco do Brasil,Caixa Econômica Federal,***.754.***-00,Monte Belo,SE
79136f49-3c02-4dc7-8415-7e210a0298b8,4c554b7f-706b-4dc4-844a-063656d3d242,3759.03,TED,104,104,2025-06-20 14:21:12.945393,2025-06-20,Caixa Econômica Federal,Caixa Econômica Federal,***.894.***-88,Central,SP
26bcd6d7-b5a7-4e45-9f29-7ab64656874b,61621463-0b1b-47a9-a49d-dc0702d1ac0f,1075.1,PIX,237,104,2025-06-20 08:22:18.515764,2025-06-20,Bradesco,Caixa Econômica Federal,***.128.***-68,Indiana,PA
545ff269-9fff-4aee-b17d-a41db81ec793,a7122ec6-5f53-497f-aae7-81c375622c34,5764.96,Cartão,104,237,2025-06-20 12:53:26.884156,2025-06-20,Caixa Econômica Federal,Bradesco,***.842.***-80,Água Azul do Norte,RO
22eda1c4-6ed2-4f13-9230-e61d750ce693,1fcc6bda-fad7-4ec2-a25c-58b18597694c,396.14,TED,237,104,2025-06-20 20:23:55.631884,2025-06-20,Bradesco,Caixa Econômica Federal,***.402.***-30,Pilões,SP
385fdb39-dcd8-4861-b74f-db7c4ab29995,ff6c86bf-37f7-4df2-b097-c54b3f30d544,7660.19,Cartão,237,001,2025-06-20 01:52:32.601889,2025-06-20,Bradesco,Banco do Brasil,***.195.***-60,São Lourenço do Sul,AC
457e8af7-163e-4371-a88c-da888cd0adb1,4442750b-e871-4284-8123-c7154d3a8919,5058.57,TED,033,341,2025-06-20 15:10:40.551434,2025-06-20,Santander,Itaú Unibanco,***.246.***-09,Pato Branco,BA
3a1f2d76-26e3-4833-9e6e-63820ff95e92,30ed55e3-7bd9-4d61-86ad-a9d07332f2ca,260.57,PIX,341,033,2025-06-20 00:16:03.416599,2025-06-20,Itaú Unibanco,Santander,***.745.***-34,Bom Jesus do Itabapoana,AL
5fee4825-4e3e-40e3-bbe3-42c948a38255,aeb360f2-6c4c-4329-a792-47ccc2c79802,1633.91,DOC,033,001,2025-06-20 10:07:30.206993,2025-06-20,Santander,Banco do Brasil,***.172.***-41,Queimados,CE
07a91dd4-6458-4e09-be40-81dace8929aa,0adc3f6e-5eb5-4592-b29f-c6117c7bde6b,7268.03,PIX,341,001,2025-06-20 22:01:05.703517,2025-06-20,Itaú Unibanco,Banco do Brasil,***.732.***-38,Caxambu,MG
02ead7e4-8da8-4cc2-aef8-d5f267a7513e,aeccca5a-9070-4a3a-85e1-bdb8a9a57a89,2113.13,TED,104,033,2025-06-20 05:15:02.929013,2025-06-20,Caixa Econômica Federal,Santander,***.407.***-11,Lagoa da Canoa,GO
33ce2a4b-7e38-40ec-b7d4-035107201492,86594589-4c9c-4f17-8a46-4834cd441a80,7742.57,TED,104,033,2025-06-20 05:49:36.926529,2025-06-20,Caixa Econômica Federal,Santander,***.705.***-84,São Pedro do Ivaí,SE
10814b01-9ae1-4d97-84d7-9fae599bf6dc,689ef0ed-ebad-48cd-99ea-227ecebd10b2,3421.73,Cartão,341,104,2025-06-20 01:55:46.336874,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.498.***-76,Dias d'Ávila,PE
b92d64ca-ae95-44b2-8160-0c945e3b0b56,8142a9f9-c6a1-4d98-8243-a58edc75f76f,5077.23,TED,341,033,2025-06-20 23:37:08.749540,2025-06-20,Itaú Unibanco,Santander,***.256.***-77,Senhora dos Remédios,PB
8018f080-6ae7-4a84-9a00-0189f7797409,a742cedc-5f59-4477-b916-aad78934e7f5,6605.57,Cartão,341,033,2025-06-20 01:34:38.693143,2025-06-20,Itaú Unibanco,Santander,***.470.***-50,Itaquitinga,AL
eae64fbc-4ed5-4d72-ae09-e4c2ff36f3f5,2d51fcd6-54a4-46af-8c2c-b47cd3d38ca3,6334.15,TED,341,237,2025-06-20 18:47:10.962113,2025-06-20,Itaú Unibanco,Bradesco,***.127.***-11,Flórida Paulista,PB
7f2dab65-fb0a-40a8-8f9d-61d244ad4fc7,1b47e7cc-d039-4ae5-9c07-314f5036388e,1460.24,Cartão,033,001,2025-06-20 01:04:55.482404,2025-06-20,Santander,Banco do Brasil,***.652.***-08,São Sebastião da Boa Vista,RS
b953f105-7de8-48de-b00c-7da549ce4100,41df4626-b544-4f2b-88d8-e01c5477dddf,5954.75,Cartão,341,001,2025-06-20 16:02:46.294148,2025-06-20,Itaú Unibanco,Banco do Brasil,***.835.***-12,Conceição das Alagoas,RO
48f4877e-da6a-42fb-95bc-06c238e0f212,d9dbbbda-45e0-4c7c-a18e-a91df7e30844,2155.56,Cartão,001,237,2025-06-20 18:53:27.749254,2025-06-20,Banco do Brasil,Bradesco,***.430.***-53,Ubaporanga,ES
38d11ce9-febe-4c7a-9000-d2caf06a78e5,1a837399-2707-4a86-9c88-5ce921111cce,4933.65,TED,001,341,2025-06-20 01:39:00.209754,2025-06-20,Banco do Brasil,Itaú Unibanco,***.928.***-00,São João do Carú,ES
41711728-86e0-4108-b66d-a3b45bd96db3,13d9a372-a51c-4275-a381-d360a33b0929,5570.39,Cartão,104,237,2025-06-20 08:47:21.839716,2025-06-20,Caixa Econômica Federal,Bradesco,***.210.***-23,Wanderley,PI
b6481653-4a71-400e-88d8-365c288bfda9,caace085-afc8-4a6c-8efe-e464d7320a19,7504.86,PIX,104,237,2025-06-20 11:44:19.726585,2025-06-20,Caixa Econômica Federal,Bradesco,***.206.***-13,Itaporã do Tocantins,BA
76e15147-65f6-447e-a508-65ecd434bb59,4633e4a4-9645-4123-904a-a5c0d2a21aab,4230.94,TED,001,104,2025-06-20 13:07:21.930706,2025-06-20,Banco do Brasil,Caixa Econômica Federal,***.381.***-31,Salgadinho,MA
96d92040-3cdb-4e90-b641-fa832ed70988,3506b593-9a6b-4e58-a7f1-b0c421b64b32,2174.53,PIX,237,033,2025-06-20 18:25:47.575410,2025-06-20,Bradesco,Santander,***.198.***-31,Vargem Grande do Rio Pardo,PB
75a21ffc-a5fc-470d-ae9a-10596fb7ca1f,85541261-50b6-4235-80b3-4c1c9aaa719d,4062.57,Cartão,033,104,2025-06-20 10:33:48.191846,2025-06-20,Santander,Caixa Econômica Federal,***.417.***-00,Santo Antônio do Caiuá,PR
fca2b45f-898a-4137-bf38-28fde74ef06c,e61031c2-987e-4c34-b001-6fa9aa0b7516,6175.62,Cartão,104,001,2025-06-20 21:12:50.444032,2025-06-20,Caixa Econômica Federal,Banco do Brasil,***.731.***-13,Nova Aurora,PR
39c46f0b-79f0-4530-bd82-23aa68a434ff,ded4683f-e7d6-4fb6-bd8d-570e16d8ba14,5355.46,Cartão,341,104,2025-06-20 09:53:50.669835,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.619.***-77,Viamão,PB
6d25996d-89ce-4b53-a62b-206f80929c25,ed128617-9265-435c-9d8a-45bd5fb2f07e,1756.18,DOC,104,237,2025-06-20 04:34:17.265101,2025-06-20,Caixa Econômica Federal,Bradesco,***.845.***-64,Nova Campina,SC
4ebac3dd-9df8-4e15-b4d4-1a95e3853568,30cfb344-5a27-46a5-9c80-1475c1cb3cfd,7572.25,PIX,237,104,2025-06-20 02:38:52.201138,2025-06-20,Bradesco,Caixa Econômica Federal,***.812.***-71,Marianópolis do Tocantins,AM
1b272807-add5-435d-84e2-5f409e6183c4,4149b408-1e7e-4282-8af6-c65ea72c2d17,2411.54,PIX,104,001,2025-06-20 20:22:36.498888,2025-06-20,Caixa Econômica Federal,Banco do Brasil,***.956.***-01,Pedra Dourada,SP
2bc7bc78-4596-40d7-8264-461f5e07e3c7,9f6dc283-6f25-4011-b1de-18338e034808,828.42,Cartão,237,033,2025-06-20 18:59:31.737151,2025-06-20,Bradesco,Santander,***.943.***-75,São Mateus do Maranhão,RS
c8f0c428-7a47-4610-8172-2d864ee869ec,cdb52d3a-e7c2-4434-8624-c94770af927c,3991.77,PIX,237,341,2025-06-20 12:53:31.189928,2025-06-20,Bradesco,Itaú Unibanco,***.201.***-03,Águas de São Pedro,PB
85ae679f-5810-4912-98bb-e3ee8893d81e,26d3b449-891c-4e6b-b995-ab92a7f16d5a,5048.7,DOC,033,104,2025-06-20 11:47:06.823198,2025-06-20,Santander,Caixa Econômica Federal,***.495.***-01,Anhanguera,PB
5d1f8f84-f51a-419e-9c10-a327bfeed728,534d657d-2ee9-41d7-8362-8e8c2c414eb9,4717.46,Cartão,237,237,2025-06-20 11:02:11.239825,2025-06-20,Bradesco,Bradesco,***.053.***-52,Correntina,SC
24d3789f-c2c9-4f2e-88d1-d1adf4b3523f,9b2d8da1-0d1a-44c2-89a3-359fafada022,3524.73,PIX,341,237,2025-06-20 06:34:50.936823,2025-06-20,Itaú Unibanco,Bradesco,***.132.***-53,São Sebastião do Rio Preto,MG
5326336b-a339-4c0a-a5ea-a90f70b51757,8d6e590c-b25f-456d-9231-9d01763c8863,838.07,PIX,033,341,2025-06-20 03:44:30.300580,2025-06-20,Santander,Itaú Unibanco,***.826.***-04,Corbélia,CE
db6852fe-301b-4624-9ed3-93d8ed1532fd,0b275f43-1861-41ce-b963-6ac4eb80e7e5,2520.11,TED,341,104,2025-06-20 14:41:18.802843,2025-06-20,Itaú Unibanco,Caixa Econômica Federal,***.450.***-49,Jacareí,MG
79287f43-b252-46be-8cb4-f6f4e995fb38,ff3cd38e-5c4d-413e-9978-dd0810d76c10,4860.68,Cartão,104,033,2025-06-20 02:05:36.118637,2025-06-20,Caixa Econômica Federal,Santander,***.657.***-17,Faro,BA
d9afee86-643f-4379-bcc5-78e00a83c48c,c7c14931-ffee-4418-8c00-599e48934a4f,775.6,PIX,341,341,2025-06-20 16:29:17.351411,2025-06-20,Itaú Unibanco,Itaú Unibanco,***.064.***-67,Itacurubi,MG
